摘要,应用版本,错误次数,最后发生时间,dSYM UUID,CPU Type,错误堆栈,Symbol 1
-[MineProductHeaderView vi_vi_handlePanGesture:]: unrecognized selector sent to instance 0x115d05ed0,Test1.7.0beta(2),1,2017-08-01 18:36:58,5BD3D694-5269-3C39-B319-AD0523B828FF,arm64,"[""-[MineProductHeaderView vi_vi_handlePanGesture:]: unrecognized selector sent to instance 0x115d05ed0"", ""(null)"", ""(("", ""\t0   CoreFoundation                      0x00000001880f6ff8 <redacted> + 148"", ""\t1   libobjc.A.dylib                     0x0000000186b58538 objc_exception_throw + 56"", ""\t2   CoreFoundation                      0x00000001880fdef4 <redacted> + 0"", ""\t3   CoreFoundation                      0x00000001880faf54 <redacted> + 916"", ""\t4   CoreFoundation                      0x0000000187ff6d4c _CF_forwarding_prep_0 + 92"", ""\t5   VIAnalyticsKit                      0x00000001016683c0 vi_gestureAction + 160"", ""\t6   VIAnalyticsKit                      0x00000001016683c0 vi_gestureAction + 160"", ""\t7   UIKit                               0x000000018e7f9d38 <redacted> + 64"", ""\t8   UIKit                               0x000000018e7fd56c <redacted> + 124"", ""\t9   UIKit                               0x000000018e3b7470 <redacted> + 252"", ""\t10  UIKit                               0x000000018e259380 <redacted> + 720"", ""\t11  UIKit                               0x000000018e7ed810 <redacted> + 988"", ""\t12  UIKit                               0x000000018e7ed3e0 <redacted> + 404"", ""\t13  UIKit                               0x000000018e7ec68c <redacted> + 268"", ""\t14  UIKit                               0x000000018e25770c <redacted> + 3164"", ""\t15  UIKit                               0x000000018e22833c <redacted> + 340"", ""\t16  UIKit                               0x000000018ea22014 <redacted> + 2400"", ""\t17  UIKit                               0x000000018ea1c770 <redacted> + 4268"", ""\t18  UIKit                               0x000000018ea1cb9c <redacted> + 148"", ""\t19  CoreFoundation                      0x00000001880a542c <redacted> + 24"", ""\t20  CoreFoundation                      0x00000001880a4d9c <redacted> + 540"", ""\t21  CoreFoundation                      0x00000001880a29a8 <redacted> + 744"", ""\t22  CoreFoundation                      0x0000000187fd2da4 CFRunLoopRunSpecific + 424"", ""\t23  GraphicsServices                    0x0000000189a3c074 GSEventRunModal + 100"", ""\t24  UIKit                               0x000000018e28d058 UIApplicationMain + 208"", ""\t25  youhaodongxi                        0x10013be48 youhaodongxi + 1293896"", ""\t26  libdyld.dylib                       0x0000000186fe159c <redacted> + 4"", "")"", """", ""dSYM UUID: 5BD3D694-5269-3C39-B319-AD0523B828FF"", ""CPU Type: arm64"", ""Slide Address: 0x0000000100000000"", ""Binary Image: youhaodongxi"", ""Base Address: 0x00000001000c8000""]",0x10013be48
